time,load_user1,load_user2,load_user3,load_user4,load_user5,load_user6,load_user7,load_user8,load_user9
16,0.37492713973171976,0.37492713973171976,0.37492713973171976,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844
17,0.3810593403795738,0.3810593403795738,0.3810593403795738,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566
18,0.43164855152893994,0.43164855152893994,0.43164855152893994,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068
19,0.47947842316481043,0.47947842316481043,0.47947842316481043,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492
20,0.51964134508536,0.51964134508536,0.51964134508536,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337
21,0.5195494672856794,0.5195494672856794,0.5195494672856794,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799
22,0.4869246317737638,0.4869246317737638,0.4869246317737638,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901
23,0.42105933176399907,0.42105933176399907,0.42105933176399907,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847
24,0.34294749973212013,0.34294749973212013,0.34294749973212013,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814
25,0.27746148749934346,0.27746148749934346,0.27746148749934346,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795
26,0.2338578071179736,0.2338578071179736,0.2338578071179736,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774
27,0.21027030401036967,0.21027030401036967,0.21027030401036967,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586
28,0.1995851438334657,0.1995851438334657,0.1995851438334657,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504
29,0.1983129336893538,0.1983129336893538,0.1983129336893538,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892
30,0.21459973647000163,0.21459973647000163,0.21459973647000163,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095
31,0.2662802070220719,0.2662802070220719,0.2662802070220719,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094
32,0.3426545454307506,0.3426545454307506,0.3426545454307506,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256
33,0.3665802591724181,0.3665802591724181,0.3665802591724181,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826
34,0.37583692509019634,0.37583692509019634,0.37583692509019634,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532
35,0.3704483384383411,0.3704483384383411,0.3704483384383411,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995
36,0.3704543187512311,0.3704543187512311,0.3704543187512311,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527
37,0.38275736636419194,0.38275736636419194,0.38275736636419194,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264
38,0.3857320602614743,0.3857320602614743,0.3857320602614743,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446
39,0.38341670737059247,0.38341670737059247,0.38341670737059247,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397
40,0.37492713973171976,0.37492713973171976,0.37492713973171976,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844
41,0.3810593403795738,0.3810593403795738,0.3810593403795738,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566
42,0.43164855152893994,0.43164855152893994,0.43164855152893994,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068
43,0.47947842316481043,0.47947842316481043,0.47947842316481043,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492
44,0.51964134508536,0.51964134508536,0.51964134508536,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337
45,0.5195494672856794,0.5195494672856794,0.5195494672856794,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799
46,0.4869246317737638,0.4869246317737638,0.4869246317737638,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901
47,0.42105933176399907,0.42105933176399907,0.42105933176399907,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847
48,0.34294749973212013,0.34294749973212013,0.34294749973212013,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814
49,0.27746148749934346,0.27746148749934346,0.27746148749934346,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795
50,0.2338578071179736,0.2338578071179736,0.2338578071179736,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774
51,0.21027030401036967,0.21027030401036967,0.21027030401036967,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586
52,0.1995851438334657,0.1995851438334657,0.1995851438334657,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504
53,0.1983129336893538,0.1983129336893538,0.1983129336893538,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892
54,0.21459973647000163,0.21459973647000163,0.21459973647000163,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095
55,0.2662802070220719,0.2662802070220719,0.2662802070220719,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094
56,0.3426545454307506,0.3426545454307506,0.3426545454307506,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256
57,0.3665802591724181,0.3665802591724181,0.3665802591724181,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826
58,0.37583692509019634,0.37583692509019634,0.37583692509019634,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532
59,0.3704483384383411,0.3704483384383411,0.3704483384383411,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995
60,0.3704543187512311,0.3704543187512311,0.3704543187512311,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527
61,0.38275736636419194,0.38275736636419194,0.38275736636419194,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264
62,0.3857320602614743,0.3857320602614743,0.3857320602614743,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446
63,0.38341670737059247,0.38341670737059247,0.38341670737059247,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397
64,0.37492713973171976,0.37492713973171976,0.37492713973171976,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844
65,0.3810593403795738,0.3810593403795738,0.3810593403795738,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566
66,0.43164855152893994,0.43164855152893994,0.43164855152893994,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068
67,0.47947842316481043,0.47947842316481043,0.47947842316481043,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492
68,0.51964134508536,0.51964134508536,0.51964134508536,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337
69,0.5195494672856794,0.5195494672856794,0.5195494672856794,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799
70,0.4869246317737638,0.4869246317737638,0.4869246317737638,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901
71,0.42105933176399907,0.42105933176399907,0.42105933176399907,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847
72,0.34294749973212013,0.34294749973212013,0.34294749973212013,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814
73,0.27746148749934346,0.27746148749934346,0.27746148749934346,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795
74,0.2338578071179736,0.2338578071179736,0.2338578071179736,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774
75,0.21027030401036967,0.21027030401036967,0.21027030401036967,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586
76,0.1995851438334657,0.1995851438334657,0.1995851438334657,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504
77,0.1983129336893538,0.1983129336893538,0.1983129336893538,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892
78,0.21459973647000163,0.21459973647000163,0.21459973647000163,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095
79,0.2662802070220719,0.2662802070220719,0.2662802070220719,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094
80,0.3426545454307506,0.3426545454307506,0.3426545454307506,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256
81,0.3665802591724181,0.3665802591724181,0.3665802591724181,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826
82,0.37583692509019634,0.37583692509019634,0.37583692509019634,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532
83,0.3704483384383411,0.3704483384383411,0.3704483384383411,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995
84,0.3704543187512311,0.3704543187512311,0.3704543187512311,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527
85,0.38275736636419194,0.38275736636419194,0.38275736636419194,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264
86,0.3857320602614743,0.3857320602614743,0.3857320602614743,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446
87,0.38341670737059247,0.38341670737059247,0.38341670737059247,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397
88,0.37492713973171976,0.37492713973171976,0.37492713973171976,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844
89,0.3810593403795738,0.3810593403795738,0.3810593403795738,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566
90,0.43164855152893994,0.43164855152893994,0.43164855152893994,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068
91,0.47947842316481043,0.47947842316481043,0.47947842316481043,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492
92,0.51964134508536,0.51964134508536,0.51964134508536,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337
93,0.5195494672856794,0.5195494672856794,0.5195494672856794,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799
94,0.4869246317737638,0.4869246317737638,0.4869246317737638,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901
95,0.42105933176399907,0.42105933176399907,0.42105933176399907,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847
96,0.34294749973212013,0.34294749973212013,0.34294749973212013,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814
97,0.27746148749934346,0.27746148749934346,0.27746148749934346,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795
98,0.2338578071179736,0.2338578071179736,0.2338578071179736,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774
99,0.21027030401036967,0.21027030401036967,0.21027030401036967,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586
100,0.1995851438334657,0.1995851438334657,0.1995851438334657,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504
101,0.1983129336893538,0.1983129336893538,0.1983129336893538,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892
102,0.21459973647000163,0.21459973647000163,0.21459973647000163,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095
103,0.2662802070220719,0.2662802070220719,0.2662802070220719,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094
104,0.3426545454307506,0.3426545454307506,0.3426545454307506,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256
105,0.3665802591724181,0.3665802591724181,0.3665802591724181,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826
106,0.37583692509019634,0.37583692509019634,0.37583692509019634,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532
107,0.3704483384383411,0.3704483384383411,0.3704483384383411,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995
108,0.3704543187512311,0.3704543187512311,0.3704543187512311,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527
109,0.38275736636419194,0.38275736636419194,0.38275736636419194,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264
110,0.3857320602614743,0.3857320602614743,0.3857320602614743,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446
111,0.38341670737059247,0.38341670737059247,0.38341670737059247,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397
112,0.37492713973171976,0.37492713973171976,0.37492713973171976,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844
113,0.3810593403795738,0.3810593403795738,0.3810593403795738,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566
114,0.43164855152893994,0.43164855152893994,0.43164855152893994,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068
115,0.47947842316481043,0.47947842316481043,0.47947842316481043,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492
116,0.51964134508536,0.51964134508536,0.51964134508536,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337
117,0.5195494672856794,0.5195494672856794,0.5195494672856794,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799
118,0.4869246317737638,0.4869246317737638,0.4869246317737638,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901
119,0.42105933176399907,0.42105933176399907,0.42105933176399907,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847
120,0.34294749973212013,0.34294749973212013,0.34294749973212013,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814
121,0.27746148749934346,0.27746148749934346,0.27746148749934346,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795
122,0.2338578071179736,0.2338578071179736,0.2338578071179736,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774
123,0.21027030401036967,0.21027030401036967,0.21027030401036967,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586
124,0.1995851438334657,0.1995851438334657,0.1995851438334657,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504
125,0.1983129336893538,0.1983129336893538,0.1983129336893538,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892
126,0.21459973647000163,0.21459973647000163,0.21459973647000163,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095
127,0.2662802070220719,0.2662802070220719,0.2662802070220719,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094
128,0.3426545454307506,0.3426545454307506,0.3426545454307506,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256
129,0.3665802591724181,0.3665802591724181,0.3665802591724181,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826
130,0.37583692509019634,0.37583692509019634,0.37583692509019634,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532
131,0.3704483384383411,0.3704483384383411,0.3704483384383411,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995
132,0.3704543187512311,0.3704543187512311,0.3704543187512311,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527
133,0.38275736636419194,0.38275736636419194,0.38275736636419194,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264
134,0.3857320602614743,0.3857320602614743,0.3857320602614743,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446
135,0.38341670737059247,0.38341670737059247,0.38341670737059247,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397
136,0.37492713973171976,0.37492713973171976,0.37492713973171976,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844
137,0.3810593403795738,0.3810593403795738,0.3810593403795738,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566
138,0.43164855152893994,0.43164855152893994,0.43164855152893994,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068
139,0.47947842316481043,0.47947842316481043,0.47947842316481043,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492
140,0.51964134508536,0.51964134508536,0.51964134508536,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337
141,0.5195494672856794,0.5195494672856794,0.5195494672856794,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799
142,0.4869246317737638,0.4869246317737638,0.4869246317737638,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901
143,0.42105933176399907,0.42105933176399907,0.42105933176399907,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847
144,0.34294749973212013,0.34294749973212013,0.34294749973212013,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814
145,0.27746148749934346,0.27746148749934346,0.27746148749934346,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795
146,0.2338578071179736,0.2338578071179736,0.2338578071179736,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774,0.24372019797834774
147,0.21027030401036967,0.21027030401036967,0.21027030401036967,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586,0.23718914374391586
148,0.1995851438334657,0.1995851438334657,0.1995851438334657,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504,0.2350665492539504
149,0.1983129336893538,0.1983129336893538,0.1983129336893538,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892,0.23760741626208892
150,0.21459973647000163,0.21459973647000163,0.21459973647000163,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095,0.25034222913747095
151,0.2662802070220719,0.2662802070220719,0.2662802070220719,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094,0.2816163538714094
152,0.3426545454307506,0.3426545454307506,0.3426545454307506,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256,0.3304445353789256
153,0.3665802591724181,0.3665802591724181,0.3665802591724181,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826,0.40189696411248826
154,0.37583692509019634,0.37583692509019634,0.37583692509019634,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532,0.4955707177094532
155,0.3704483384383411,0.3704483384383411,0.3704483384383411,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995,0.5294595061859995
156,0.3704543187512311,0.3704543187512311,0.3704543187512311,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527,0.529150899192527
157,0.38275736636419194,0.38275736636419194,0.38275736636419194,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264,0.480664411553264
158,0.3857320602614743,0.3857320602614743,0.3857320602614743,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446,0.4008260709259446
159,0.38341670737059247,0.38341670737059247,0.38341670737059247,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397,0.39536157845215397
160,0.37492713973171976,0.37492713973171976,0.37492713973171976,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844,0.4271146733668844
161,0.3810593403795738,0.3810593403795738,0.3810593403795738,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566,0.48769556620464566
162,0.43164855152893994,0.43164855152893994,0.43164855152893994,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068,0.562040680293068
163,0.47947842316481043,0.47947842316481043,0.47947842316481043,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492,0.5551587533527492
164,0.51964134508536,0.51964134508536,0.51964134508536,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337,0.47844508108641337
165,0.5195494672856794,0.5195494672856794,0.5195494672856794,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799,0.3884509567424799
166,0.4869246317737638,0.4869246317737638,0.4869246317737638,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901,0.3431329831854901
167,0.42105933176399907,0.42105933176399907,0.42105933176399907,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847,0.31250296854591847
168,0.34294749973212013,0.34294749973212013,0.34294749973212013,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814,0.2797446714862814
169,0.27746148749934346,0.27746148749934346,0.27746148749934346,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795,0.25658203821468795
