Time,user 1,user 2,user 3,user 4,user 5,user 6,user 7,user 8,user 9,PV
6921,0.045,0.183,0.439,0.109,0.043,0.322,0.349,0.185,0.223,0.608
6922,0.045,0.158,0.178,0.143,0.039,0.184,0.612,0.204,0.183,0.724
6923,0.046,0.106,0.113,0.102,0.041,0.692,0.601,0.349,0.362,0.781
6924,0.045,0.075,0.048,0.141,0.05,0.169,0.255,0.508,0.343,0.775
6925,0.045,0.067,0.091,0.103,0.043,0.285,0.259,0.158,0.579,0.727
6926,0.046,0.73,0.04,0.212,0.039,0.14,0.422,0.707,0.653,0.616
6927,0.045,0.261,0.146,0.19,0.039,0.116,0.477,0.377,0.65,0.456
6928,0.046,0.133,0.217,0.616,0.041,0.07,0.444,0.429,0.707,0.210
6929,0.046,0.466,0.101,0.502,0.044,0.073,0.489,0.503,0.758,0.007
6930,0.045,0.668,0.096,0.781,0.048,0.074,0.319,0.25,0.236,0
6931,0.045,0.133,0.096,0.146,0.152,0.2,0.318,0.121,0.285,0
6932,0.044,0.285,0.056,0.389,0.038,0.171,0.261,0.159,0.588,0
6933,0.046,0.271,0.697,0.578,0.043,0.091,0.422,0.175,0.426,0
6934,0.045,0.308,0.795,0.214,0.045,0.064,0.254,0.281,0.372,0
6935,0.045,0.278,0.601,0.198,0.039,0.058,0.355,0.262,0.372,0
6936,0.045,0.208,1.675,0.154,0.136,0.066,0.443,0.716,0.471,0
6937,0.045,0.065,0.273,0.12,0.198,0.064,0.534,0.521,0.194,0
6938,0.046,0.088,0.041,0.124,0.2,0.062,0.377,0.367,0.18,0
6939,0.045,0.062,0.138,0.14,0.091,0.066,0.381,0.432,0.17,0
6940,0.046,0.074,0.095,0.105,0.049,0.068,0.215,0.067,0.173,0
6941,0.045,0.097,0.041,0.137,0.042,0.057,0.253,0.064,0.184,0
6942,0.045,0.064,0.065,0.147,0.047,0.057,0.238,0.085,0.18,0
6943,0.046,0.104,0.124,0.127,0.056,0.066,0.255,0.079,0.417,0.084
6944,0.045,0.137,0.128,0.135,0.068,0.064,0.23,0.057,0.655,0.272
6945,0.045,0.063,0.375,0.103,0.047,0.061,0.207,0.079,0.205,0.506
6946,0.046,0.103,0.28,0.136,0.043,0.061,0.297,0.097,0.173,0.677
6947,0.045,0.064,0.92,0.102,0.043,0.066,0.392,0.527,0.18,0.756
6948,0.045,0.076,0.133,0.13,0.036,0.057,0.293,0.19,0.182,0.767
6949,0.045,0.066,0.147,0.106,0.038,0.056,0.227,0.151,0.167,0.720
6950,0.045,0.111,1.2,0.121,0.044,0.06,0.368,1.027,0.166,0.619
6951,0.045,0.165,0.437,0.629,0.043,0.073,1.205,1.171,0.286,0.461
6952,0.046,0.065,1.606,0.754,0.076,0.063,0.452,0.631,1.142,0.248
6953,0.045,0.087,0.72,1.218,0.114,0.061,0.436,0.648,0.373,0.013
6954,0.046,0.063,0.359,0.798,0.063,0.056,0.431,0.534,1.525,0
6955,0.045,0.079,0.485,0.517,0.047,0.065,0.474,0.078,0.254,0
6956,0.044,0.089,0.216,0.175,0.042,0.059,0.991,0.096,0.512,0
6957,0.045,0.187,0.109,0.186,0.193,0.059,0.801,0.305,0.3,0
6958,0.046,0.381,0.159,0.26,0.195,0.06,0.424,0.303,0.233,0
6959,0.045,0.286,0.513,0.245,0.182,0.06,0.432,0.267,0.312,0
6960,0.046,0.157,0.511,0.137,0.183,0.067,0.464,0.333,0.289,0
6961,0.045,0.089,0.304,0.133,0.155,0.059,0.375,0.332,0.179,0
6962,0.045,0.057,0.113,0.127,0.048,0.056,0.316,0.074,0.185,0
6963,0.046,0.093,0.14,0.113,0.058,0.057,0.212,0.081,0.183,0
6964,0.045,0.064,0.079,0.137,0.041,0.06,0.17,0.073,0.175,0
6965,0.045,0.084,0.046,0.106,0.045,0.067,0.239,0.063,0.178,0
6966,0.046,0.082,0.051,0.188,0.06,0.064,0.22,0.083,0.19,0
6967,0.045,0.132,0.132,0.145,0.054,0.059,0.307,0.061,0.184,0.167
6968,0.045,0.13,0.174,0.103,0.05,0.056,0.307,0.072,0.395,0.409
6969,0.045,0.062,0.109,0.135,0.068,0.055,0.181,0.211,0.545,0.587
6970,0.045,0.074,0.122,0.1,0.046,0.059,0.319,0.615,1.226,0.699
6971,0.046,0.088,0.215,0.132,0.038,0.067,0.166,0.247,0.449,0.754
6972,0.045,0.051,0.227,0.105,0.037,0.063,0.273,0.442,0.2,0.753
6973,0.045,0.087,0.163,0.12,0.046,0.06,0.211,0.523,0.189,0.701
6974,0.046,0.071,0.15,0.163,0.047,0.06,0.268,0.194,0.189,0.591
6975,0.046,0.078,0.215,0.125,0.062,0.06,0.981,0.333,0.181,0.432
6976,0.045,0.106,0.559,0.891,0.046,0.058,0.495,0.274,0.193,0.230
6977,0.046,0.044,0.197,0.547,0.043,0.249,0.347,0.444,0.193,0.010
6978,0.045,0.08,0.756,0.19,0.044,0.436,0.266,0.51,0.289,0
6979,0.045,0.089,0.742,0.128,0.102,0.464,0.372,0.331,0.773,0
6980,0.045,0.063,0.377,0.159,0.04,0.816,0.363,1.198,0.267,0
6981,0.044,0.128,0.328,0.195,0.853,0.303,0.444,0.331,0.438,0
6982,0.045,0.17,1.38,0.195,0.511,0.305,0.427,0.328,0.337,0
6983,0.045,0.656,1.078,0.148,0.099,0.316,0.51,0.589,0.276,0
6984,0.045,0.692,0.378,0.13,0.098,0.171,0.467,0.387,0.208,0
6985,0.045,0.077,0.226,0.153,0.093,0.078,0.38,0.589,0.193,0
6986,0.045,0.075,0.089,0.127,0.083,0.067,0.343,0.09,0.198,0
6987,0.045,0.064,0.04,0.111,0.049,0.075,0.327,0.082,0.2,0
6988,0.045,0.101,0.086,0.135,0.046,0.064,0.318,0.059,0.185,0
6989,0.045,0.073,0.068,0.117,0.04,0.06,0.244,0.083,0.174,0
6990,0.045,0.062,0.039,0.182,0.041,0.06,0.312,0.073,0.185,0
6991,0.045,0.219,0.109,0.147,0.044,0.127,0.296,0.056,0.424,0.102
6992,0.045,0.166,0.089,0.122,0.05,0.745,0.388,0.083,0.761,0.343
6993,0.045,0.077,0.159,0.123,0.046,0.156,0.284,0.193,0.555,0.550
6994,0.045,0.089,0.102,0.14,0.041,0.233,0.281,0.19,0.195,0.687
6995,0.046,0.056,0.041,0.105,0.039,0.265,0.254,0.134,0.532,0.744
6996,0.046,0.084,0.102,0.138,0.045,0.5,0.252,0.525,0.264,0.753
6997,0.045,0.07,0.046,0.121,0.042,0.19,0.276,0.215,0.207,0.713
6998,0.046,0.064,0.144,0.126,0.062,0.222,0.79,0.245,0.197,0.612
6999,0.046,0.162,0.222,0.744,0.073,0.078,0.878,0.27,0.66,0.447
7000,0.046,0.079,0.046,0.456,0.04,0.065,0.468,0.563,1.08,0.223
7001,0.045,0.062,0.177,0.609,0.042,0.121,0.325,0.173,0.677,0.008
7002,0.046,0.108,0.277,0.133,0.043,0.141,0.242,0.461,0.295,0
7003,0.044,0.064,0.194,0.124,0.08,0.346,0.33,0.284,0.196,0
7004,0.045,0.069,0.446,0.125,0.072,0.264,0.227,0.186,0.241,0
7005,0.044,0.174,0.898,0.806,0.352,0.368,1.182,0.25,0.358,0
7006,0.045,0.193,0.563,0.268,0.42,0.237,0.386,0.306,0.295,0
7007,0.045,0.388,0.557,0.219,0.268,0.255,0.669,0.631,0.253,0
7008,0.046,0.128,0.596,0.149,0.509,0.281,0.526,0.711,0.201,0
7009,0.045,0.057,0.295,0.129,1.404,0.594,0.445,0.244,0.182,0
7010,0.046,0.094,0.094,0.132,0.108,0.525,0.357,0.071,0.176,0
7011,0.045,0.067,0.127,0.131,0.058,0.071,0.305,0.057,0.169,0
7012,0.046,0.093,0.041,0.107,0.047,0.068,0.282,0.082,0.181,0
7013,0.045,0.072,0.042,0.13,0.041,0.075,0.234,0.083,0.178,0
7014,0.045,0.05,0.088,0.188,0.047,0.068,0.26,0.058,0.189,0
7015,0.046,0.199,0.072,0.114,0.142,0.063,0.246,0.07,0.436,0.102
7016,0.045,0.072,0.133,0.127,0.05,0.123,0.326,0.233,0.66,0.334
7017,0.045,0.085,0.493,0.132,0.051,0.19,0.246,0.151,0.181,0.529
7018,0.045,0.072,0.151,0.098,0.041,0.158,0.263,0.073,0.176,0.655
7019,0.045,0.053,0.038,0.133,0.042,0.237,0.271,0.074,0.187,0.717
7020,0.046,0.101,0.039,0.121,0.357,0.659,0.239,0.062,0.187,0.723
7021,0.045,0.064,0.112,0.112,0.096,0.446,0.234,0.101,0.177,0.670
7022,0.046,0.194,0.133,0.13,0.158,0.189,0.292,0.174,0.175,0.556
7023,0.046,0.178,0.041,0.156,0.045,0.121,0.3,0.164,0.189,0.369
7024,0.045,0.059,0.039,0.272,0.126,0.069,0.298,0.151,0.191,0.138
7025,0.046,0.098,0.115,0.374,0.096,0.066,0.362,0.872,0.557,0.003
7026,0.045,0.077,0.12,0.171,0.095,0.073,0.322,0.459,0.208,0
7027,0.045,0.062,0.556,0.582,0.167,0.159,0.258,0.171,0.224,0
7028,0.045,0.089,0.479,0.437,0.101,0.123,0.528,0.203,0.582,0
7029,0.046,0.137,0.419,0.197,0.103,0.141,0.993,0.254,1.042,0
7030,0.045,0.484,1.458,0.191,0.218,0.259,1.091,0.357,0.469,0
7031,0.046,1.046,1.117,0.15,0.289,0.292,0.907,0.934,0.247,0
7032,0.046,0.357,0.556,0.129,0.253,0.18,0.5,0.387,0.202,0
7033,0.046,0.122,0.121,0.133,0.222,0.087,0.352,0.355,0.217,0
7034,0.046,0.079,0.083,0.133,0.236,0.068,0.388,0.081,0.211,0
7035,0.046,0.117,0.043,0.12,0.252,0.064,0.32,0.066,0.187,0
7036,0.046,0.076,0.087,0.117,0.249,0.073,0.25,0.078,0.192,0
7037,0.046,0.076,0.076,0.133,0.066,0.07,0.232,0.078,0.191,0
7038,0.046,0.098,0.043,0.136,0.056,0.069,0.236,0.06,0.191,0
7039,0.046,0.111,0.108,0.114,0.049,0.165,0.301,0.07,0.183,0.086
7040,0.046,0.131,0.128,0.156,0.048,0.137,0.327,0.079,0.193,0.264
7041,0.046,0.085,0.913,0.134,0.045,0.141,0.308,0.219,0.234,0.430
7042,0.046,0.047,0.319,0.124,0.044,0.209,0.238,0.229,0.56,0.539
7043,0.046,0.104,0.18,0.369,0.043,0.271,0.297,0.15,0.33,0.580
7044,0.046,0.063,0.524,0.275,0.078,0.23,0.217,0.184,0.27,0.571
7045,0.046,0.082,0.135,0.661,0.043,0.144,0.298,0.306,0.165,0.515
7046,0.046,0.292,0.15,0.261,0.077,0.173,0.205,0.36,0.175,0.420
7047,0.046,0.114,0.328,0.169,0.086,0.144,0.383,0.423,0.224,0.287
7048,0.046,0.092,0.213,0.499,0.066,0.147,0.347,0.933,0.513,0.129
7049,0.047,0.078,0.158,0.748,0.047,0.214,0.403,0.13,0.175,0.003
7050,0.046,0.064,0.075,0.655,0.045,0.247,0.326,0.15,0.298,0
7051,0.046,0.089,0.146,0.995,0.043,0.356,0.244,0.21,0.284,0
7052,0.045,0.061,0.737,0.242,0.04,0.426,0.967,0.259,0.281,0
7053,0.045,0.194,0.678,0.211,0.034,0.449,0.524,0.323,0.339,0
7054,0.045,0.26,0.716,0.637,0.032,0.363,0.575,0.412,0.684,0
7055,0.046,0.227,0.565,0.466,0.032,0.298,0.56,0.628,0.373,0
7056,0.045,0.201,0.674,0.559,0.035,0.091,0.515,0.645,1.274,0
7057,0.046,0.065,0.054,0.122,0.036,0.086,0.365,0.28,0.449,0
7058,0.046,0.081,0.05,0.128,0.037,0.072,0.302,0.089,0.584,0
7059,0.046,0.095,0.108,0.13,0.032,0.068,0.329,0.079,0.186,0
7060,0.046,0.054,0.066,0.118,0.032,0.081,0.322,0.082,0.185,0
7061,0.047,0.088,0.043,0.106,0.031,0.069,0.266,0.059,0.189,0
7062,0.046,0.072,0.093,0.171,0.039,0.068,0.288,0.077,0.187,0
7063,0.046,0.133,0.067,0.133,0.041,0.071,0.277,0.075,0.254,0.096
7064,0.046,0.099,0.136,0.119,0.039,0.075,0.393,0.063,0.639,0.330
7065,0.046,0.073,0.159,0.107,0.031,0.083,0.251,0.187,0.207,0.513
7066,0.046,0.207,0.075,0.121,0.031,0.096,0.297,0.191,0.235,0.630
7067,0.046,0.077,0.038,0.13,0.038,0.273,0.308,0.386,0.298,0.700
7068,0.046,0.101,0.074,0.127,0.035,0.837,0.271,0.192,0.27,0.713
7069,0.046,0.059,0.079,0.109,0.034,0.244,0.228,0.479,0.324,0.671
7070,0.046,0.091,0.06,0.128,0.031,0.224,0.36,0.225,1.169,0.569
7071,0.046,0.162,0.138,0.814,0.031,0.702,0.487,0.221,0.356,0.403
7072,0.047,0.064,0.129,0.344,0.036,0.069,0.503,0.522,0.222,0.183
7073,0.046,0.1,0.042,0.4,0.037,0.077,0.475,0.333,0.21,0.003
7074,0.046,0.057,0.037,0.344,0.033,0.067,0.253,0.131,0.247,0
7075,0.046,0.064,0.224,0.264,0.031,0.065,0.326,0.196,0.619,0
7076,0.045,0.108,0.338,0.161,0.031,0.088,0.349,0.236,0.321,0
7077,0.045,0.307,0.64,0.189,0.036,0.073,0.379,0.248,0.613,0
7078,0.046,0.674,1.427,0.231,0.036,0.064,1.148,0.399,0.399,0
7079,0.046,0.348,1.083,0.608,0.036,0.063,0.989,0.542,0.37,0
7080,0.046,0.685,0.319,0.739,0.031,0.063,0.578,0.528,0.31,0
7081,0.046,0.65,0.258,0.137,0.031,0.07,0.441,0.652,0.233,0
7082,0.046,0.11,0.07,0.127,0.034,0.068,0.37,0.085,0.216,0
7083,0.046,0.085,0.04,0.112,0.037,0.062,0.329,0.08,0.189,0
7084,0.046,0.102,0.106,0.13,0.036,0.063,0.391,0.061,0.207,0
7085,0.046,0.069,0.06,0.134,0.032,0.066,0.292,0.074,0.202,0
7086,0.047,0.111,0.041,0.129,0.031,0.071,0.367,0.081,0.186,0
7087,0.046,0.159,0.122,0.128,0.041,0.063,0.311,0.065,0.188,0.129
7088,0.046,0.09,0.099,0.133,0.042,0.062,0.313,0.065,0.191,0.383
7089,0.046,0.11,0.14,0.133,0.034,0.062,0.321,0.336,0.184,0.566
7090,0.046,0.894,0.108,0.132,0.031,0.07,0.418,0.437,0.829,0.676
7091,0.046,0.343,0.038,0.112,0.032,0.063,0.381,0.441,0.491,0.734
7092,0.095,0.157,0.064,0.131,0.036,0.062,0.221,0.437,0.439,0.743
7093,0.258,0.194,0.086,0.133,0.036,0.061,0.314,0.209,0.199,0.698
7094,0.18,0.099,0.038,0.11,0.033,0.068,0.335,0.215,0.386,0.598
7095,0.131,0.208,0.11,0.741,0.032,0.071,0.397,0.979,0.365,0.442
7096,0.14,0.483,0.133,0.372,0.03,0.063,0.5,1.34,0.967,0.232
7097,0.143,0.264,0.288,0.574,0.037,0.062,0.451,0.413,0.734,0.005
7098,0.139,0.136,1.298,0.276,0.036,0.065,0.491,0.176,0.231,0
7099,0.118,0.187,0.214,0.136,0.034,0.069,0.28,0.216,0.228,0
7100,0.136,0.06,0.294,0.145,0.032,0.062,1.156,0.327,0.217,0
7101,0.143,0.083,0.085,0.531,0.031,0.072,1.628,0.261,0.498,0
7102,0.126,0.055,0.057,0.195,0.036,0.124,0.357,0.387,0.532,0
7103,0.123,0.592,0.056,0.133,0.036,0.083,0.626,0.584,0.27,0
7104,0.14,0.294,0.142,0.163,0.036,0.089,0.839,0.482,0.302,0
7105,0.142,0.079,0.193,0.132,0.031,0.142,0.58,0.071,0.207,0
7106,0.116,0.077,0.037,0.119,0.031,0.141,0.363,0.083,0.18,0
7107,0.136,0.053,0.038,0.14,0.035,0.147,0.325,0.074,0.174,0
7108,0.144,0.098,0.055,0.139,0.036,0.132,0.232,0.063,0.177,0
7109,0.127,0.06,0.133,0.134,0.037,0.061,0.217,0.082,0.183,0
7110,0.125,0.094,0.076,0.12,0.032,0.061,0.3,0.08,0.168,0
7111,0.144,0.188,0.037,0.14,0.034,0.065,0.241,0.054,0.417,0.057
7112,0.137,0.089,0.038,0.132,0.043,0.067,0.267,0.073,0.999,0.185
7113,0.116,0.069,0.115,0.103,0.037,0.06,0.238,0.088,0.182,0.283
7114,0.144,0.067,0.305,0.131,0.033,0.06,0.388,0.153,0.183,0.336
7115,0.144,0.087,0.2,0.132,0.031,0.066,0.337,0.218,0.197,0.361
7116,0.115,0.052,0.038,0.108,0.032,0.065,0.248,0.114,0.203,0.383
7117,0.138,0.082,0.038,0.124,0.036,0.061,0.28,0.092,0.187,0.361
7118,0.148,0.097,0.146,0.126,0.036,0.062,0.427,0.15,0.213,0.279
7119,0.12,0.193,0.157,0.116,0.034,0.072,1.321,0.201,0.282,0.138
7120,0.134,0.114,1.568,0.643,0.031,0.064,0.789,0.135,0.494,0.036
7121,0.159,0.076,0.213,0.282,0.033,0.377,0.706,0.067,0.178,0
7122,0.164,0.063,0.314,0.29,0.035,0.369,0.281,0.075,0.331,0
7123,0.119,0.065,0.796,0.725,0.037,0.11,0.479,0.398,0.205,0
7124,0.153,0.092,1.744,0.28,0.032,0.306,0.701,0.168,0.892,0
7125,0.134,0.164,0.289,0.216,0.031,0.257,0.518,0.344,0.672,0
7126,0.121,0.536,0.445,0.238,0.031,0.425,0.656,0.087,0.49,0
7127,0.151,0.26,0.863,0.412,0.036,1.031,0.476,0.077,0.464,0
7128,0.136,0.221,0.41,0.312,0.038,0.207,0.538,0.246,0.273,0
7129,0.121,0.077,0.143,0.406,0.034,0.2,0.357,0.168,0.197,0
7130,0.149,0.101,0.04,0.685,0.031,0.127,0.333,0.082,0.2,0
7131,0.142,0.059,0.079,0.136,0.033,0.076,0.277,0.061,0.187,0
7132,0.12,0.076,0.129,0.123,0.037,0.072,0.259,0.088,0.398,0
7133,0.15,0.072,0.13,0.116,0.036,0.074,0.169,0.08,0.274,0
7134,0.14,0.075,0.043,0.139,0.032,0.087,0.24,0.062,0.164,0
7135,0.123,0.115,0.041,0.136,0.035,0.114,0.462,0.081,0.174,0.030
7136,0.153,0.145,0.144,0.105,0.045,0.248,0.279,0.073,0.699,0.172
7137,0.132,0.082,0.295,0.131,0.035,0.168,0.253,0.419,0.915,0.425
7138,0.126,0.061,0.322,0.114,0.032,0.178,0.213,0.75,0.657,0.602
7139,0.156,0.089,0.513,0.263,0.031,0.278,0.24,0.242,0.557,0.672
7140,0.127,0.067,0.14,0.597,0.034,0.301,0.29,0.628,0.426,0.622
7141,0.159,0.064,0.063,0.159,0.036,0.284,0.318,0.349,0.167,0.471
7142,0.124,0.074,0.142,0.118,0.035,0.19,0.292,0.155,0.495,0.305
7143,0.15,0.354,0.152,0.692,0.031,0.11,0.377,0.233,0.202,0.211
7144,0.138,0.681,0.124,0.248,0.03,0.084,0.508,0.47,0.197,0.095
7145,0.177,0.061,0.118,0.27,0.036,0.091,0.405,0.486,0.579,0
7146,0.269,0.066,0.225,0.417,0.036,0.107,0.363,0.251,0.473,0
7147,0.662,0.069,0.797,0.17,0.034,0.117,0.342,0.436,0.234,0
7148,0.395,0.064,0.295,0.175,0.03,0.405,0.549,0.345,0.986,0
7149,0.157,0.511,0.228,0.347,0.032,0.628,0.463,0.279,1.512,0
7150,0.174,0.287,0.374,0.23,0.038,0.297,0.496,0.333,0.595,0
7151,0.173,0.258,0.461,0.2,0.037,0.351,0.534,0.633,0.281,0
7152,0.169,0.097,0.451,0.171,0.031,0.168,0.466,0.687,0.234,0
7153,0.122,0.086,0.236,0.127,0.031,0.083,0.322,0.292,0.222,0
7154,0.153,0.06,0.066,0.121,0.035,0.073,0.316,0.075,0.193,0
7155,0.141,0.094,0.073,0.132,0.037,0.072,0.346,0.069,0.174,0
7156,0.133,0.043,0.065,0.133,0.035,0.073,0.24,0.065,0.199,0
7157,0.16,0.092,0.073,0.126,0.031,0.068,0.226,0.076,0.16,0
7158,0.15,0.06,0.064,0.107,0.032,0.096,0.236,0.077,0.158,0
7159,0.515,0.31,0.074,0.127,0.039,0.068,0.263,0.062,0.193,0.085
7160,0.173,0.236,0.133,0.128,0.044,0.241,0.443,0.075,0.744,0.329
7161,0.163,0.045,0.951,0.114,0.033,0.168,0.222,0.181,0.386,0.526
7162,0.172,0.087,0.167,0.109,0.031,0.385,0.232,0.093,0.336,0.653
7163,0.17,0.059,0.182,0.128,0.031,0.541,0.247,0.16,0.517,0.717
7164,0.134,0.085,0.155,0.12,0.036,0.16,0.287,0.415,0.994,0.725
7165,0.138,0.065,2.017,0.104,0.038,0.151,0.254,0.288,0.246,0.678
7166,0.159,0.053,1.166,0.146,0.032,0.096,0.313,0.259,0.17,0.577
7167,0.122,0.227,0.492,0.179,0.03,0.08,0.872,0.25,0.229,0.417
7168,0.159,0.187,0.379,0.699,0.033,0.064,1.063,0.464,0.332,0.203
7169,0.138,0.811,0.254,0.304,0.038,0.064,1.051,0.259,0.603,0.001
7170,0.198,0.129,0.193,0.214,0.035,0.077,0.364,0.347,0.204,0
7171,0.59,0.082,0.261,0.133,0.031,0.066,0.33,0.181,0.234,0
7172,0.607,0.079,1.092,0.347,0.031,0.875,0.341,0.295,0.562,0
7173,0.358,0.314,0.521,0.186,0.035,0.298,0.535,0.257,0.658,0
7174,0.575,0.556,0.57,0.197,0.036,0.311,1.49,0.311,0.291,0
7175,0.171,0.194,0.498,0.148,0.036,0.324,0.508,0.596,0.243,0
7176,0.131,0.174,0.374,0.135,0.032,0.203,0.509,0.643,0.232,0
7177,0.157,0.112,0.081,0.15,0.031,0.146,0.35,0.135,0.204,0
7178,0.156,0.097,0.097,0.13,0.033,0.1,0.326,0.068,0.178,0
7179,0.136,0.059,0.076,0.136,0.036,0.07,0.287,0.078,0.182,0
7180,0.189,0.082,0.083,0.151,0.037,0.08,0.235,0.077,0.219,0
7181,0.143,0.054,0.049,0.152,0.033,0.067,0.298,0.061,0.25,0
7182,0.161,0.072,0.088,0.157,0.032,0.092,0.214,0.067,0.246,0
7183,0.381,0.15,0.048,0.133,0.038,0.079,0.321,0.077,0.77,0.115
7184,0.444,0.424,0.092,0.128,0.04,0.278,0.304,0.168,0.957,0.372
7185,0.176,0.606,0.053,0.135,0.036,0.104,0.282,0.151,0.181,0.562
7186,0.213,0.043,0.123,0.132,0.035,0.267,0.297,0.079,0.179,0.681
7187,0.214,0.081,0.193,0.108,0.287,0.151,1.046,0.114,0.161,0.740
7188,0.173,0.07,0.59,0.13,0.323,0.091,0.418,0.115,0.408,0.745
7189,0.192,0.06,0.156,0.129,0.465,0.066,0.293,0.135,0.185,0.697
7190,0.177,0.089,0.254,0.123,0.035,0.071,0.51,0.57,0.184,0.596
7191,0.135,0.172,0.611,0.143,0.036,0.062,0.314,0.48,0.257,0.435
7192,0.066,0.132,0.539,0.504,0.033,0.04,0.198,0.212,0.203,0.221
7193,0.123,0.062,0.817,0.613,0.06,0.071,0.436,0.498,0.448,0.002
7194,0.067,0.082,0.309,0.86,0.259,0.08,0.268,0.505,1.288,0
7195,0.358,0.066,0.184,0.2,0.405,0.071,0.266,0.825,0.606,0
7196,0.53,0.049,0.18,0.18,0.042,0.288,0.469,0.725,0.255,0
7197,0.402,0.223,0.697,0.191,0.959,0.3,0.357,0.973,0.274,0
7198,0.199,0.309,0.502,0.171,0.232,0.404,1.267,0.366,0.312,0
7199,0.078,0.181,0.545,0.146,0.216,0.304,0.392,0.615,0.625,0
7200,0.109,0.061,0.461,0.145,0.224,0.31,0.531,0.379,0.28,0
7201,0.061,0.078,0.362,0.134,0.229,0.109,0.347,0.485,0.207,0
7202,0.089,0.062,0.063,0.11,0.23,0.081,0.358,0.073,0.168,0
7203,0.079,0.081,0.082,0.123,0.198,0.072,0.263,0.083,0.177,0
7204,0.065,0.073,0.063,0.135,0.049,0.079,0.224,0.077,0.182,0
7205,0.098,0.056,0.079,0.111,0.039,0.071,0.246,0.061,0.164,0
7206,0.062,0.077,0.065,0.127,0.035,0.069,0.334,0.072,0.172,0
7207,0.455,0.135,0.076,0.13,0.038,0.07,0.393,0.077,0.17,0.099
7208,0.22,0.117,0.113,0.112,0.039,0.302,0.212,0.074,1.244,0.354
7209,0.079,0.059,0.566,0.156,0.032,0.166,0.274,0.192,1.029,0.552
7210,0.081,0.074,0.222,0.657,0.034,0.254,0.219,0.243,1.28,0.668
7211,0.069,0.062,0.117,0.172,0.036,0.853,0.317,0.361,0.193,0.718
7212,0.091,0.053,0.039,0.136,0.053,0.163,0.239,0.476,0.199,0.692
7213,0.078,0.088,0.124,0.116,0.043,0.184,0.251,0.786,0.195,0.583
7214,0.071,0.072,0.128,0.133,0.037,0.174,0.317,0.346,0.18,0.382
7215,0.093,0.191,0.065,0.218,0.038,0.093,0.282,0.294,0.934,0.196
7216,0.049,0.115,0.504,0.18,0.039,0.1,0.264,0.496,0.21,0.056
7217,0.097,0.058,0.142,0.123,0.039,0.089,0.266,0.394,0.23,0
7218,0.066,0.077,0.215,0.386,0.033,0.078,0.24,0.08,0.416,0
7219,0.522,0.06,0.351,0.204,0.033,0.065,0.305,0.409,0.74,0
7220,0.119,0.093,0.146,0.145,0.03,1.138,0.389,0.349,1.025,0
7221,0.087,0.148,0.25,0.664,0.232,0.351,0.471,0.515,1.041,0
7222,0.121,0.192,0.602,0.228,0.305,0.88,0.48,0.322,0.452,0
7223,0.105,0.735,0.518,0.289,0.315,0.259,0.515,0.234,0.285,0
7224,0.057,0.654,0.515,0.169,0.331,0.094,0.431,0.209,0.605,0
7225,0.093,0.062,0.362,0.82,0.367,0.075,0.359,0.657,0.467,0
7226,0.07,0.082,0.064,0.625,0.32,0.075,0.309,0.362,0.249,0
7227,0.072,0.07,0.038,0.163,0.155,0.077,0.26,0.069,0.16,0
7228,0.098,0.049,0.076,0.126,0.044,0.067,0.249,0.065,0.173,0
7229,0.055,0.089,0.131,0.134,0.032,0.07,0.171,0.078,0.168,0
7230,0.097,0.06,0.059,0.124,0.032,0.075,0.298,0.076,0.171,0
7231,0.429,0.091,0.038,0.118,0.042,0.099,0.281,0.063,0.169,0.084
7232,0.309,0.142,0.149,0.135,0.041,0.256,0.38,0.08,0.503,0.299
7233,0.137,0.203,0.209,0.119,0.033,0.192,0.254,0.183,0.176,0.458
7234,0.098,0.075,0.067,0.115,0.031,0.299,0.362,0.104,0.16,0.565
7235,0.137,0.073,0.037,0.126,0.03,0.303,0.276,0.395,0.276,0.625
7236,0.153,0.076,0.043,0.407,0.037,0.181,0.231,0.529,0.545,0.559
7237,0.11,0.059,0.142,0.109,0.035,0.15,0.303,0.211,1.134,0.408
7238,0.142,0.118,0.136,0.123,0.043,0.132,0.298,0.197,0.811,0.265
7239,0.101,0.148,1.08,0.132,0.074,0.066,0.47,0.457,0.27,0.136
7240,0.134,0.184,0.845,0.227,0.031,0.074,0.671,0.549,0.285,0.043
7241,0.125,0.06,0.285,0.143,0.029,0.072,0.545,0.239,0.961,0
7242,0.106,0.086,0.088,0.712,0.051,0.066,0.342,0.46,0.488,0
7243,0.106,0.047,0.053,0.365,0.033,0.072,0.301,0.253,0.314,0
7244,0.066,0.081,1.122,0.496,0.025,0.258,0.355,0.461,1.202,0
7245,0.068,0.12,1.608,0.186,0.177,0.271,1.425,0.505,0.919,0
7246,0.087,0.355,0.833,0.139,0.286,0.346,0.663,0.301,0.961,0
7247,0.047,0.257,0.554,0.132,0.253,0.313,0.765,0.535,0.326,0
7248,0.087,0.158,0.423,0.155,0.039,0.098,0.496,0.637,0.298,0
7249,0.07,0.082,0.461,0.129,0.033,0.087,0.524,0.235,0.239,0
7250,0.064,0.068,0.376,0.144,0.132,0.073,0.438,0.07,0.209,0
7251,0.088,0.09,0.245,0.104,0.269,0.068,0.303,0.062,0.209,0
7252,0.048,0,0.221,0.125,0.043,0.097,0.271,0.083,0,0
7253,0.087,0,0.222,0.128,0.031,0.067,0.246,0.077,0,0
