Time; USER 1;USER 2;USER 3;USER 4;USER 5;USER 6;USER 7;USER 8;USER 9;USER 10;USER 11
00:00;7,677;0,092;0,077;0,419;0,069;0,006;0,003;0,01;0,069;0,014;0,241
00:15;8,185;0,094;0,093;0,402;0,024;0,004;0,002;0,026;0,052;0,025;0,102
00:30;6,658;0,1;0,103;0,153;0,018;0,004;0,002;0,011;0,064;0,026;0,068
00:45;7,508;0,095;0,074;0,142;0,061;0,008;0,003;0,02;0,081;0,026;0,076
01:00;7,508;0,097;0,044;0,109;0,037;0,027;0,002;0,017;0,042;0,026;0,593
01:15;6,717;0,09;0,023;0,111;0,018;0,069;0,003;0,017;0,041;0,026;0,13
01:30;7,846;0,127;0,062;0,109;0,044;0,062;0,002;0,012;0,062;0,023;0,058
01:45;7;0,084;0,046;0,109;0,058;0,053;0,003;0,024;0,029;0,014;0,083
02:00;6,55;0,056;0,015;0,116;0,024;0,043;0,002;0,009;0,033;0,013;0,053
02:15;8,07;0,054;0,014;0,096;0,038;0,059;0,003;0,021;0,067;0,014;0,035
02:30;6,83;0,052;0,035;0,185;0,046;0,062;0,002;0,016;0,094;0,014;0,054
02:45;6,774;0,053;0,033;0,036;0,036;0,059;0,003;0,016;0,088;0,013;0,019
03:00;6,886;0,067;0,014;0,039;0,022;0,056;0,002;0,015;0,082;0,014;0,013
03:15;7,056;0,043;0,012;0,038;0,041;0,057;0,003;0,021;0,083;0,072;0,039
03:30;6,325;0,045;0,018;0,036;0,053;0,059;0,002;0,009;0,035;0,044;0,036
03:45;6,886;0,04;0,024;0,038;0,028;0,017;0,003;0,023;0,036;0,042;0,015
04:00;6,944;0,039;0,023;0,036;0,037;0,014;0,002;0,013;0,069;0,042;0,024
04:15;9,652;0,039;0,016;0,035;0,053;0,009;0,003;0,016;0,074;0,042;0,042
04:30;8,352;0,044;0,016;0,035;0,067;0,015;0,003;0,017;0,071;0,027;0,016
04:45;7,905;0,054;0,022;0,038;0,038;0,025;0,002;0,019;0,067;0,024;0,019
05:00;9,201;0,055;0,011;0,034;0,05;0,014;0,003;0,009;0,082;0,025;0,03
05:15;7,395;0,054;0,02;0,035;0,052;0,012;0,002;0,023;0,045;0,024;0,029
05:30;7,733;0,054;0,027;0,036;0,033;0,008;0,003;0,013;0,049;0,025;0,016
05:45;6,774;0,054;0,023;0,035;0,023;0,022;0,003;0,016;0,079;0,023;0,025
06:00;7,508;0,053;0,01;0,034;0,026;0,008;0,002;0,017;0,062;0,013;0,026
06:15;7,451;0,053;0,01;0,018;0,044;0,01;0,003;0,018;0,054;0,012;0,024
06:30;8,072;0,045;0,026;0,014;0,022;0,012;0,002;0,009;0,073;0,018;0,028
06:45;11,515;0,042;0,09;0,013;0,026;0,011;0,003;0,025;0,076;0,016;0,012
07:00;7,846;0,042;0,061;0,012;0,032;0,006;0,002;0,01;0,06;0,013;0,031
07:15;8,411;0,044;0,053;0,015;0,052;0,025;0,003;0,016;0,042;0,012;0,034
07:30;7,508;0,04;0,045;0,035;0,025;0,009;0,002;0,019;0,09;0,013;0,012
07:45;7,564;0,039;0,041;0,046;0,035;0,011;0,003;0,017;0,056;0,012;0,014
08:00;7,281;0,039;0,018;0,042;0,041;0,01;0,002;0,009;0,041;0,012;0,046
08:15;7,395;0,038;0,025;0,06;0,031;0,006;0,003;0,025;0,063;0,013;0,018
08:30;6,717;0,039;0,018;0,079;0,011;0,005;0,003;0,01;0,073;0,012;0,014
08:45;6,944;0,039;0,025;0,086;0,023;0,005;0,002;0,016;0,055;0,012;0,025
09:00;7,056;0,038;0,012;0,074;0,054;0,022;0,003;0,019;0,064;0,013;0,033
09:15;7,056;0,039;0,027;0,071;0,023;0,015;0,002;0,016;0,089;0,014;0,02
09:30;6,66;0,041;0,032;0,073;0,01;0,01;0,003;0,01;0,054;0,025;0,021
09:45;7;0,066;0,054;0,116;0,03;0,007;0,002;0,023;0,042;0,024;0,02
10:00;7;0,058;0,038;0,076;0,055;0,005;0,003;0,011;0,062;0,025;0,04
10:15;7,056;0,053;0,01;0,053;0,015;0,004;0,002;0,015;0,052;0,024;0,073
10:30;6,491;0,047;0,044;0,057;0,011;0,009;0,003;0,019;0,055;0,025;0,328
10:45;7,112;0,051;0,033;0,069;0,039;0,01;0,002;0,016;0,068;0,04;0,174
11:00;6,831;0,058;0,152;0,187;0,103;0,019;0,003;0,01;0,138;0,039;0,029
11:15;6,773;0,078;0,059;0,458;0,323;0,013;0,003;0,023;0,108;0,04;0,037
11:30;7;0,068;0,041;0,556;0,321;0,005;0,002;0,012;0,043;0,088;0,012
11:45;6,774;0,071;0,044;0,375;0,293;0,005;0,003;0,014;0,07;0,034;0,027
12:00;6,773;0,084;0,046;0,346;0,102;0,016;0,002;0,021;0,042;0,029;0,203
12:15;10,782;0,071;0,183;0,652;0,048;0,051;0,003;0,017;0,036;0,028;0,186
12:30;7,225;0,043;0,127;0,371;0,342;0,032;0,002;0,01;0,077;0,028;0,209
12:45;7,564;0,032;0,324;0,359;0,457;0,009;0,003;0,021;0,09;0,027;0,224
13:00;11,234;0,017;0,065;0,357;0,526;0,005;0,002;0,015;0,071;0,028;0,056
13:15;7,281;0,111;0,031;0,185;0,345;0,012;0,003;0,014;0,051;0,028;0,075
13:30;8,129;0,266;0,054;0,039;0,298;0,022;0,003;0,017;0,069;0,034;0,147
13:45;8,411;0,048;0,144;0,039;0,06;0,01;0,002;0,019;0,046;0,035;0,131
14:00;7,225;0,03;0,173;0,038;0,027;0,009;0,003;0,01;0,042;0,053;0,109
14:15;7,733;0,055;0,041;0,039;0,048;0,004;0,002;0,021;0,07;0,271;0,052
14:30;9,653;0,056;0,047;0,039;0,079;0,005;0,003;0,015;0,067;0,067;0,021
14:45;9,483;0,035;0,062;0,038;0,055;0,005;0,002;0,014;0,065;0,065;0,034
15:00;8,129;0,014;0,068;0,037;0,025;0,01;0,003;0,017;0,066;0,089;0,05
15:15;8,015;0,014;0,173;0,025;0,02;0,01;0,003;0,018;0,079;0,107;0,025
15:30;6,943;0,016;0,198;0,016;0,064;0,008;0,002;0,01;0,045;0,162;0,018
15:45;7,957;0,015;0,072;0,016;0,024;0,004;0,003;0,021;0,035;0,333;0,044
16:00;8,467;0,011;0,128;0,016;0,014;0,01;0,002;0,014;0,081;0,141;0,028
16:15;7,68;0,011;0,027;0,028;0,037;0,007;0,003;0,014;0,06;0,108;0,015
16:30;7,564;0,012;0,299;0,033;0,07;0,01;0,002;0,018;0,048;0,333;0,022
16:45;7,733;0,031;0,033;0,034;0,023;0,01;0,003;0,018;0,069;0,085;0,047
17:00;9,37;0,03;0,025;0,034;0,035;0,007;0,003;0,01;0,056;0,07;0,02
17:15;9,145;0,024;0,376;0,035;0,066;0,004;0,002;0,022;0,036;0,092;0,02
17:30;8,354;0,012;0,174;0,08;0,056;0,005;0,003;0,013;0,043;0,096;0,029
17:45;8,298;0,011;0,012;0,057;0,03;0,007;0,002;0,015;0,107;0,107;0,037
18:00;8,58;0,011;0,019;0,049;0,041;0,009;0,003;0,016;0,079;0,344;0,021
18:15;7,957;0,012;0,039;0,096;0,072;0,01;0,002;0,019;0,086;0,044;0,028
18:30;8,862;0,011;0,014;0,048;0,043;0,007;0,003;0,01;0,122;0,043;0,019
18:45;8,75;0,011;0,01;0,05;0,031;0,004;0,003;0,02;0,075;0,037;0,057
19:00;7,169;0,017;0,011;0,119;0,029;0,004;0,002;0,014;0,07;0,049;0,054
19:15;7,056;0,031;0,022;0,047;0,068;0,008;0,003;0,015;0,095;0,137;0,017
19:30;7,397;0,03;0,015;0,047;0,031;0,01;0,002;0,014;0,176;0,058;0,018
19:45;6,491;0,016;0,031;0,066;0,024;0,009;0,003;0,041;0,138;0,055;0,049
20:00;6,605;0,011;0,043;0,099;0,052;0,006;0,003;0,04;0,111;0,06;0,175
20:15;9,539;0,011;0,05;0,043;0,064;0,004;0,002;0,05;0,145;0,187;0,093
20:30;7,903;0,012;0,065;0,043;0,028;0,004;0,003;0,048;0,116;0,362;0,287
20:45;7,564;0,011;0,052;0,043;0,022;0,01;0,002;0,044;0,078;0,112;0,159
21:00;9,765;0,011;0,059;0,044;0,06;0,01;0,003;0,038;0,119;0,069;0,122
21:15;7,508;0,011;0,095;0,045;0,046;0,007;0,003;0,053;0,127;0,065;0,073
21:30;7,282;0,032;0,241;0,043;0,022;0,004;0,002;0,039;0,1;0,07;0,087
21:45;7,282;0,03;0,07;0,044;0,031;0,005;0,003;0,047;0,1;0,068;0,067
22:00;8,467;0,02;0,062;0,089;0,069;0,055;0,002;0,046;0,134;0,273;0,081
22:15;6,774;0,012;0,057;0,123;0,031;0,059;0,003;0,046;0,099;0,308;0,089
22:30;10,499;0,011;0,073;0,109;0,024;0,047;0,003;0,036;0,12;0,191;0,083
22:45;8,919;0,011;0,081;0,127;0,058;0,043;0,002;0,056;0,163;0,084;0,047
23:00;8,128;0,012;0,087;0,12;0,077;0,041;0,003;0,036;0,137;0,076;0,036
23:15;7,846;0,011;0,079;0,131;0,016;0,042;0,002;0,045;0,091;0,07;0,028
23:30;7,564;0,011;0,422;0,111;0,016;0,044;0,003;0,049;0,086;0,063;0,035
23:45;7,847;0,03;0,228;0,088;0,045;0,052;0,002;0,044;0,136;0,208;0,021
00:00;7,62;0,031;0,086;0,081;0,047;0,06;0,003;0,038;0,128;0,194;0,036
00:15;7,395;0,022;0,079;0,046;0,023;0,033;0,003;0,087;0,132;0,043;0,037
00:30;6,717;0,011;0,021;0,044;0,034;0,01;0,002;0,066;0,165;0,044;0,023
00:45;6,492;0,012;0,03;0,04;0,048;0,008;0,003;0,058;0,128;0,045;0,014
01:00;6,943;0,011;0,015;0,021;0,046;0,018;0,003;0,063;0,113;0,04;0,04
01:15;7,282;0,011;0,028;0,021;0,026;0,026;0,002;0,058;0,106;0,045;0,028
01:30;6,715;0,012;0,017;0,015;0,042;0,011;0,003;0,052;0,113;0,033;0,013
01:45;6,943;0,011;0,026;0,012;0,065;0,005;0,002;0,065;0,075;0,015;0,016
02:00;7,397;0,028;0,015;0,012;0,032;0,005;0,003;0,054;0,088;0,016;0,046
02:15;6,265;0,031;0,013;0,011;0,022;0,015;0,003;0,054;0,136;0,015;0,029
02:30;7,056;0,024;0,023;0,011;0,043;0,018;0,002;0,059;0,102;0,021;0,04
02:45;6,21;0,011;0,03;0,011;0,052;0,01;0,003;0,055;0,084;0,026;0,036
03:00;6,548;0,012;0,023;0,011;0,019;0,009;0,002;0,052;0,087;0,027;0,031
03:15;6,548;0,011;0,013;0,011;0,022;0,005;0,003;0,06;0,083;0,029;0,019
03:30;7,338;0,012;0,013;0,011;0,048;0,004;0,003;0,054;0,069;0,025;0,028
03:45;6,435;0,011;0,013;0,01;0,045;0,009;0,002;0,052;0,081;0,024;0,015
04:00;7,282;0,011;0,039;0,011;0,014;0,028;0,003;0,056;0,117;0,025;0,026
04:15;9,709;0,022;0,019;0,011;0,016;0,011;0,003;0,057;0,092;0,016;0,04
04:30;11,715;0,03;0,013;0,01;0,054;0,01;0,002;0,049;0,089;0,012;0,012
04:45;16,25;0,03;0,012;0,01;0,042;0,005;0,003;0,085;0,105;0,013;0,013
05:00;16,25;0,011;0,022;0,01;0,013;0,004;0,002;0,132;0,057;0,012;0,034
05:15;16,25;0,012;0,021;0,01;0,016;0,005;0,003;0,121;0,05;0,012;0,033
05:30;16,25;0,011;0,024;0,011;0,054;0,028;0,002;0,063;0,071;0,013;0,014
05:45;16,25;0,011;0,018;0,01;0,04;0,011;0,003;0,076;0,066;0,012;0,022
06:00;16,25;0,012;0,013;0,01;0,025;0,009;0,003;0,068;0,057;0,013;0,02
06:15;16,25;0,011;0,028;0,029;0,023;0,005;0,002;0,075;0,077;0,012;0,033
06:30;16,25;0,013;0,012;0,03;0,046;0,006;0,003;0,078;0,11;0,013;0,05
06:45;16,25;0,031;0,014;0,03;0,025;0,008;0,002;0,076;0,062;0,012;0,041
07:00;16,25;0,029;0,345;0,031;0,029;0,026;0,003;0,074;0,041;0,016;0,012
07:15;16,25;0,018;0,351;0,031;0,033;0,016;0,002;0,085;0,062;0,025;0,215
07:30;16,25;0,011;0,332;0,031;0,041;0,01;0,003;0,073;0,057;0,025;0,242
07:45;16,25;0,012;0,325;0,031;0,014;0,005;0,002;0,075;0,041;0,024;0,072
08:00;16,25;0,011;0,316;0,031;0,023;0,004;0,003;0,083;0,053;0,024;0,131
08:15;16,25;0,011;0,283;0,269;0,055;0,008;0,002;0,079;0,109;0,024;0,048
08:30;16,25;0,012;0,086;0,188;0,032;0,025;0,003;0,074;0,075;0,025;0,036
08:45;16,25;0,011;0,525;0,556;0,012;0,014;0,003;0,09;0,061;0,024;0,016
09:00;16,25;0,026;0,26;0,482;0,011;0,008;0,002;0,074;0,064;0,024;0,031
09:15;16,25;0,03;0,022;0,031;0,051;0,004;0,003;0,079;0,056;0,015;0,016
09:30;16,25;0,024;0,037;0,034;0,037;0,004;0,002;0,087;0,041;0,019;0,033
09:45;16,25;0,011;0,03;0,09;0,015;0,023;0,003;0,084;0,075;0,03;0,036
10:00;16,25;0,012;0,037;0,058;0,017;0,016;0,002;0,083;0,166;0,041;0,031
10:15;16,25;0,011;0,028;0,255;0,044;0,009;0,003;0,117;0,198;0,457;0,039
10:30;16,25;0,011;0,029;0,223;0,015;0,01;0,002;0,082;0,088;0,427;0,036
10:45;16,25;0,011;0,328;0,051;0,026;0,004;0,003;0,082;0,115;0,259;0,041
11:00;16,25;0,011;0,164;0,074;0,092;0,022;0,002;0,049;0,061;0,372;0,016
11:15;16,25;0,018;0,036;0,036;0,055;0,007;0,003;0,046;0,052;0,226;0,023
11:30;16,25;0,03;0,045;0,026;0,047;0,009;0,002;0,044;0,071;0,211;0,024
11:45;16,25;0,03;0,155;0,067;0,169;0,01;0,003;0,052;0,069;0,219;0,031
12:00;16,25;0,013;0,425;0,026;0,095;0,016;0,002;0,049;0,045;0,218;0,03
12:15;16,25;0,012;0,073;0,034;0,03;0,016;0,003;0,18;0,089;0,22;0,028
12:30;16,25;0,011;0,021;0,033;0,024;0,005;0,002;0,429;0,131;0,216;0,016
12:45;16,25;0,012;0,129;0,025;0,027;0,006;0,003;0,04;0,095;0,227;0,03
13:00;16,25;0,011;0,035;0,064;0,052;0,01;0,002;0,038;0,096;0,227;0,075
13:15;16,25;0,012;0,127;0,45;0,028;0,01;0,003;0,06;0,11;0,25;0,025
13:30;16,25;0,011;0,04;0,58;0,019;0,006;0,002;0,04;0,081;0,237;0,017
13:45;16,25;0,029;0,13;0,481;0,173;0,02;0,003;0,047;0,112;0,146;0,03
14:00;16,25;0,03;0,077;0,061;0,079;0,006;0,002;0,056;0,198;0,072;0,027
14:15;16,25;0,022;0,157;0,039;0,038;0,009;0,003;0,043;0,174;0,069;0,03
14:30;16,25;0,012;0,088;0,031;0,268;0,01;0,002;0,029;0,252;0,087;0,032
14:45;16,25;0,011;0,057;0,282;0,12;0,009;0,002;0,026;0,076;0,15;0,017
15:00;16,25;0,011;0,047;0,335;0,17;0,007;0,003;0,023;0,097;0,107;0,018
15:15;16,25;0,012;0,036;0,098;0,062;0,004;0,002;0,023;0,442;0,088;0,056
15:30;16,25;0,011;0,044;0,045;0,445;0,004;0,003;0,03;0,135;0,135;0,229
15:45;16,25;0,011;0,042;0,05;0,121;0,008;0,002;0,018;0,1;0,221;0,431
16:00;16,25;0,018;0,051;0,017;0,406;0,011;0,003;0,033;0,116;0,058;0,285
16:15;16,25;0,031;0,063;0,01;0,043;0,027;0,002;0,019;0,097;0,059;0,157
16:30;16,25;0,03;0,045;0,009;0,239;0,023;0,003;0,017;0,073;0,058;0,087
16:45;16,25;0,012;0,043;0,009;0,212;0,042;0,002;0,021;0,088;0,057;0,087
17:00;16,25;0,011;0,051;0,015;0,508;0,039;0,003;0,023;0,065;0,144;0,102
17:15;16,25;0,012;0,087;0,053;0,26;0,05;0,002;0,024;0,072;0,249;0,065
17:30;16,25;0,011;0,015;0,43;0,04;0,047;0,003;0,105;0,1;0,054;0,183
17:45;16,25;0,011;0,046;0,364;0,055;0,046;0,002;0,095;0,167;0,085;0,255
18:00;16,2;0,011;0,043;0,374;0,039;0,043;0,003;0,056;0,164;0,092;0,227
18:15;15,862;0,012;0,048;0,385;0,038;0,041;0,002;0,072;0,141;0,08;0,222
18:30;14,62;0,028;0,056;0,297;0,051;0,041;0,003;0,075;0,155;0,167;0,072
18:45;16,088;0,03;0,046;0,073;0,067;0,045;0,002;0,064;0,111;0,057;0,058
19:00;15,636;0,021;0,037;0,06;0,062;0,046;0,003;0,081;0,116;0,043;0,067
19:15;15,525;0,011;0,036;0,06;0,045;0,047;0,003;0,136;0,137;0,033;0,07
19:30;13,943;0,011;0,041;0,042;0,2;0,03;0,002;0,07;0,146;0,022;0,063
19:45;13,661;0,011;0,022;0,037;0,12;0,006;0,003;0,111;0,147;0,031;0,074
20:00;12,757;0,012;0,06;0,022;0,036;0,006;0,002;0,068;0,59;0,029;0,106
20:15;10,104;0,011;0,056;0,019;0,045;0,007;0,003;0,077;0,709;0,023;0,078
20:30;8,58;0,011;0,056;0,02;0,063;0,023;0,003;0,062;0,678;0,202;0,094
20:45;7,677;0,017;0,042;0,019;0,025;0,03;0,002;0,061;0,2;0,449;0,26
21:00;10,273;0,031;0,055;0,02;0,023;0,027;0,003;0,084;0,132;0,314;0,103
21:15;7,282;0,029;0,068;0,019;0,063;0,024;0,003;0,074;0,118;0,206;0,134
21:30;8,072;0,013;0,065;0,019;0,073;0,043;0,002;0,075;0,131;0,075;0,112
21:45;8,976;0,011;0,048;0,03;0,049;0,042;0,003;0,109;0,134;0,09;0,081
22:00;6,83;0,012;0,043;0,124;0,059;0,045;0,002;0,094;0,085;0,075;0,049
22:15;10,386;0,011;0,044;0,127;0,077;0,047;0,003;0,097;0,083;0,07;0,023
22:30;11,29;0,012;0,056;0,123;0,059;0,043;0,002;0,101;0,124;0,064;0,052
22:45;7,112;0,011;0,103;0,117;0,058;0,041;0,003;0,066;0,093;0,069;0,033
23:00;8,016;0,011;0,101;0,096;0,045;0,04;0,002;0,044;0,135;0,064;0,023
23:15;8,015;0,025;0,083;0,098;0,07;0,061;0,003;0,039;0,173;0,073;0,033
23:30;7,395;0,03;0,081;0,061;0,057;0,05;0,002;0,027;0,169;0,281;0,033
23:45;8,354;0,025;0,094;0,058;0,031;0,046;0,003;0,032;0,126;0,054;0,024
00:00;7,677;0,012;0,073;0,058;0,029;0,062;0,002;0,016;0,12;0,055;0,033
00:15;7,113;0,011;0,062;0,052;0,058;0,058;0,003;0,015;0,147;0,062;0,018
00:30;6,717;0,012;0,063;0,041;0,025;0,043;0,003;0,022;0,111;0,051;0,029
00:45;7,79;0,011;0,091;0,023;0,013;0,053;0,002;0,018;0,147;0,055;0,042
01:00;6,548;0,011;0,089;0,012;0,038;0,065;0,003;0,01;0,162;0,344;0,014
01:15;7,056;0,012;0,034;0,031;0,047;0,047;0,003;0,026;0,138;0,052;0,014
01:30;7,564;0,011;0,033;0,035;0,015;0,044;0,002;0,012;0,103;0,053;0,036
01:45;6,886;0,029;0,019;0,035;0,017;0,052;0,003;0,016;0,11;0,058;0,031
02:00;7,79;0,031;0,021;0,028;0,058;0,058;0,002;0,061;0,128;0,038;0,012
02:15;7,395;0,021;0,032;0,01;0,029;0,049;0,003;0,032;0,099;0,026;0,027
02:30;6,943;0,011;0,011;0,01;0,011;0,038;0,003;0,027;0,1;0,013;0,019
02:45;7;0,012;0,011;0,009;0,024;0,01;0,002;0,039;0,134;0,012;0,033
03:00;7,168;0,011;0,011;0,01;0,054;0,018;0,003;0,024;0,102;0,013;0,025
03:15;7,226;0,012;0,032;0,01;0,018;0,02;0,002;0,02;0,064;0,012;0,019
03:30;6,378;0,011;0,026;0,01;0,011;0,025;0,003;0,033;0,084;0,012;0,014
03:45;7,903;0,012;0,014;0,01;0,038;0,027;0,002;0,019;0,097;0,013;0,035
04:00;6,887;0,011;0,012;0,01;0,047;0,023;0,003;0,025;0,082;0,012;0,033
04:15;9,709;0,031;0,018;0,009;0,011;0,019;0,002;0,023;0,093;0,013;0,012
04:30;8,975;0,03;0,022;0,027;0,013;0,019;0,003;0,018;0,154;0,023;0,019
04:45;7,733;0,018;0,024;0,032;0,046;0,021;0,003;0,017;0,079;0,025;0,027
05:00;10,105;0,012;0,02;0,033;0,035;0,024;0,002;0,021;0,06;0,031;0,035
05:15;7,846;0,011;0,012;0,027;0,012;0,024;0,003;0,01;0,083;0,031;0,016
05:30;7,733;0,012;0,024;0,009;0,016;0,021;0,002;0,019;0,103;0,029;0,027
05:45;7,282;0,011;0,015;0,01;0,052;0,018;0,003;0,016;0,076;0,026;0,012
06:00;7,621;0,012;0,014;0,01;0,042;0,019;0,002;0,016;0,079;0,012;0,025
06:15;10,725;0,011;0,024;0,011;0,012;0,024;0,003;0,081;0,111;0,013;0,065
06:30;9,539;0,012;0,019;0,012;0,025;0,026;0,002;0,087;0,072;0,013;0,034
06:45;9,596;0,031;0,31;0,01;0,052;0,026;0,003;0,025;0,071;0,012;0,012
07:00;0;0,03;0,56;0,011;0,017;0,021;0,002;0,039;0,096;0,013;0,03
07:15;0;0,018;0,524;0,01;0,01;0,021;0,003;0,034;0,097;0,012;0,031
07:30;0;0,012;0,183;0,01;0,034;0,021;0,003;0,033;0,064;0,013;0,02
07:45;0;0,011;0,065;0,027;0,051;0,024;0,002;0,039;0,08;0,012;0,028
08:00;0;0,011;0,385;0,031;0,012;0,024;0,003;0,034;0,111;0,012;0,012
08:15;0;0,012;0,071;0,035;0,01;0,024;0,002;0,033;0,077;0,013;0,02
08:30;0;0,011;0,053;0,034;0,039;0,019;0,003;0,044;0,079;0,024;0,412
08:45;0;0,012;0,107;0,015;0,044;0,018;0,002;0,041;0,09;0,024;0,358
09:00;0;0,011;0,53;0,025;0,011;0,02;0,003;0,058;0,111;0,024;0,199
09:15;0;0,029;0,088;0,026;0,011;0,024;0,002;0,063;0,079;0,025;0,351
09:30;0;0,03;0,015;0,028;0,044;0,024;0,003;0,058;0,198;0,026;0,366
09:45;0;0,02;0,012;0,035;0,04;0,02;0,002;0,056;0,501;0,293;0,167
10:00;0;0,012;0,016;0,033;0,011;0,019;0,003;0,062;0,49;0,146;0,062
10:15;0;0,011;0,02;0,526;0,017;0,018;0,002;0,06;0,118;0,048;0,055
10:30;0;0,011;0,018;0,612;0,047;0,023;0,003;0,054;0,155;0,105;0,052
10:45;0;0,012;0,018;0,62;0,042;0,017;0,002;0,065;0,095;0,06;0,396
11:00;0;0,011;0,011;0,391;0,02;0,029;0,003;0,104;0,087;0,306;0,381
11:15;0;0,011;0,022;0,095;0,034;0,007;0,002;0,479;0,172;0,117;0,187
11:30;0;0,012;0,014;0,1;0,056;0,004;0,003;0,092;0,13;0,054;0,066
11:45;0;0,027;0,012;0,518;0,032;0,005;0,002;0,084;0,057;0,046;0,077
12:00;0;0,03;0,023;0,258;0,012;0,01;0,003;0,084;0,057;0,033;0,049
12:15;0;0,022;0,094;0,379;0,029;0,009;0,002;0,068;0,09;0,032;0,041
12:30;0;0,012;0,138;0,071;0,045;0,009;0,003;0,061;0,081;0,034;0,059
12:45;0;0,011;0,057;0,067;0,034;0,004;0,002;0,096;0,1;0,046;0,052
13:00;0;0,012;0,063;0,037;0,019;0,004;0,003;0,068;0,117;0,322;0,068
13:15;0;0,011;0,083;0,023;0,043;0,006;0,002;0,056;0,098;0,071;0,069
13:30;0;0,012;0,121;0,031;0,032;0,01;0,003;0,04;0,072;0,071;0,094
13:45;0;0,011;0,047;0,021;0,032;0,064;0,002;0,038;0,071;0,075;0,072
14:00;0;0,012;0,015;0,038;0,025;0,027;0,002;0,255;0,113;0,054;0,093
14:15;0;0,025;0,296;0,038;0,06;0,011;0,003;0,352;0,121;0,056;0,043
14:30;0;0,03;0,07;0,033;0,056;0,013;0,002;0,069;0,102;0,093;0,062
14:45;0;0,024;0,091;0,032;0,039;0,015;0,007;0,051;0,099;0,059;0,093
15:00;0;0,011;0,084;0,033;0,096;0,019;0,011;0,041;0,089;0,227;0,064
15:15;0;0,011;0,042;0,013;0,066;0,019;0,007;0,043;0,076;0,136;0,043
15:30;0;0,011;0,053;0,019;0,291;0,018;0,008;0,048;0,105;0,146;0,055
15:45;0;0,012;0,046;0,027;0,371;0,009;0,004;0,041;0,125;0,277;0,073
16:00;0;0,011;0,055;0,027;0,233;0,004;0,003;0,04;0,098;0,034;0,051
16:15;0;0,012;0,056;0,118;0,076;0,007;0,002;0,065;0,109;0,035;0,03
16:30;0;0,011;0,032;0,131;0,099;0,009;0,002;0,057;0,105;0,033;0,042
16:45;0;0,024;0,032;0,095;0,055;0,01;0,004;0,065;0,091;0,032;0,045
17:00;0;0,03;0,041;0,384;0,083;0,007;0,003;0,058;0,092;0,053;0,055
17:15;0;0,025;0,033;0,124;0,055;0,004;0,002;0,065;0,122;0,309;0,072
17:30;0;0,011;0,041;0,105;0,051;0,005;0,003;0,061;0,113;0,031;0,065
17:45;0;0,011;0,056;0,146;0,041;0,007;0,002;0,058;0,084;0,055;0,099
18:00;0;0,011;0,036;0,132;0,066;0,01;0,003;0,143;0,094;0,082;0,085
18:15;0;0,012;0,042;0,108;0,042;0,008;0,002;0,182;0,128;0,08;0,033
18:30;0;0,011;0,046;0,09;0,138;0,004;0,003;0,108;0,106;0,07;0,039
18:45;0;0,011;0,097;0,27;0,161;0,004;0,002;0,126;0,089;0,06;0,073
19:00;0;0,012;0,189;0,363;0,077;0,011;0,002;0,112;0,086;0,061;0,061
19:15;0;0,021;0,034;0,155;0,131;0,024;0,003;0,107;0,122;0,067;0,044
19:30;0;0,03;0,042;0,559;0,2;0,01;0,002;0,15;0,094;0,116;0,063
19:45;0;0,027;0,047;0,384;0,07;0,005;0,003;0,108;0,102;0,095;0,069
20:00;0;0,011;0,053;0,409;0,054;0,007;0,002;0,103;0,142;0,281;0,321
20:15;0;0,011;0,168;0,376;0,047;0,026;0,002;0,115;0,09;0,273;0,106
20:30;0;0,011;0,28;0,431;0,051;0,089;0,002;0,109;0,103;0,089;0,055
20:45;0;0,012;0,261;0,325;0,065;0,025;0,003;0,129;0,138;0,078;0,198
21:00;0;0,011;0,341;0,128;0,047;0,038;0,003;0,131;0,157;0,067;0,097
21:15;0;0,011;0,114;0,161;0,039;0,041;0,002;0,111;0,136;0,057;0,079
21:30;0;0,012;0,053;0,156;0,111;0,043;0,003;0,074;0,123;0,069;0,065
21:45;0;0,015;0,06;0,141;0,103;0,046;0,002;0,087;0,118;0,071;0,077
22:00;0;0,031;0,032;0,097;0,441;0,049;0,002;0,073;0,089;0,075;0,068
22:15;0;0,029;0,133;0,099;0,069;0,049;0,003;0,074;0,073;0,149;0,066
22:30;0;0,015;0,348;0,097;0,321;0,045;0,002;0,098;0,12;0,246;0,066
22:45;0;0,011;0,351;0,094;0,056;0,053;0,003;0,063;0,152;0,097;0,074
23:00;7,677;0,012;0,371;0,094;0,025;0,067;0,002;0,064;0,136;0,103;0,057
23:15;8,185;0,011;0,348;0,096;0,036;0,055;0,003;0,075;0,123;0,103;0,055
23:30;7,282;0,011;0,345;0,08;0,448;0,048;0,002;0,049;0,145;0,108;0,053
23:45;8,298;0,012;0,347;0,069;0,184;0,046;0,002;0,029;0,086;0,214;0,061
00:00;8,126;0,011;0,349;0,071;0,017;0,063;0,003;0,027;0,069;0,274;0,056
00:15;7,679;0,012;0,372;0,064;0,024;0,044;0,002;0,014;0,116;0,09;0,074
00:30;6,435;0,027;0,348;0,054;0,037;0,014;0,003;0,018;0,111;0,085;0,056
00:45;7,508;0,03;0,378;0,035;0,034;0,013;0,002;0,022;0,106;0,077;0,054
01:00;6,322;0,022;0,268;0,036;0,022;0,01;0,003;0,018;0,109;0,081;0,033
